
2015_06_26_14_50_305,$Sound pressure: 63.3333320617 dB,Luminosity: 94.7214050292 ,Dust: 0.0516129016 mg/m,
2015_06_26_14_50_973,$Sound pressure: 64.2307662963 dB,Luminosity: 94.4281539916 ,Dust: 0.0548387098 mg/m,
2015_06_26_14_50_625,$Sound pressure: 63.7179489135 dB,Luminosity: 94.5259017944 ,Dust: 0.0503225803 mg/m,
2015_06_26_14_51_277,$Sound pressure: 63.4615402221 dB,Luminosity: 99.8044967651 ,Dust: 0.3877419471 mg/m,
2015_06_26_14_51_913,$Sound pressure: 64.8717956542 dB,Luminosity: 98.9247283935 ,Dust: 0.0541935491 mg/m,
2015_06_26_14_51_565,$Sound pressure: 65.1190490722 dB,Luminosity: 94.7214050292 ,Dust: 0.0574193525 mg/m,
2015_06_26_14_51_217,$Sound pressure: 63.4615402221 dB,Luminosity: 94.3303985595 ,Dust: 0.0535483884 mg/m,
2015_06_26_14_51_869,$Sound pressure: 67.0238113403 dB,Luminosity: 94.4281539916 ,Dust: 0.0535483884 mg/m,
2015_06_26_14_51_521,$Sound pressure: 63.4615402221 dB,Luminosity: 94.0371475219 ,Dust: 0.0554838705 mg/m,
2015_06_26_14_51_173,$Sound pressure: 64.4871826171 dB,Luminosity: 94.2326507568 ,Dust: 0.0509677410 mg/m,
2015_06_26_14_51_810,$Sound pressure: 64.3589782714 dB,Luminosity: 96.4809417724 ,Dust: 0.0464516115 mg/m,
2015_06_26_14_51_462,$Sound pressure: 65.4761886596 dB,Luminosity: 95.3079147338 ,Dust: 0.0496774196 mg/m,
2015_06_26_14_51_114,$Sound pressure: 64.8717956542 dB,Luminosity: 94.0371475219 ,Dust: 0.0522580623 mg/m,
2015_06_26_14_51_781,$Sound pressure: 64.2307662963 dB,Luminosity: 99.6089935302 ,Dust: 0.0470967721 mg/m,
2015_06_26_14_51_418,$Sound pressure: 64.7435913085 dB,Luminosity: 94.7214050292 ,Dust: 0.0458064508 mg/m,
